Communes,code_ofs,district_electoral,dim1,dim1_acp,dim2_acp,dim3_acp,effectif,liste_eag_2022,part_eag_2022,part_gauche_2022,part_ps_verts,raboud_voix,part_raboud_2026,tendance_raboud,particip_moy,part_eag_cc,ecart,levier,part_manquante,voix_quorum,voix_siege,statut_district,marge_ecart,marge_raboud,marge_reservoir,marge_progression,source_marge,potentiel_commune,potentiel_district,score_district,score_priorite,score_marge,part_score_district,voix_a_trouver,voix_quorum_commune,profil,cluster,type_electorat,message_cle
Valbroye,5831,Broye-Vully,-2.6561456655019455,-2.6561456655019455,-0.9183736369288958,-0.18308157567384753,690,FALSE,0,0.21884057971014492,0.21884057971014492,52,0.05226130653266332,0.05226130653266332,0.5133799208341189,NA,NA,0.002188183807439825,0.06194090539441583,369,457,offensive,NA,0.05226130653266332,0.021884057971014493,0.05226130653266332,raboud_2026,36.06030150753769,378.47248309332974,0.8281673590663671,0.07890656785019187,0.11435734471042301,0.0952785291358827,44,36,persuasion,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Villars-le-Comte,5690,Broye-Vully,-3.05923457203056,-3.05923457203056,1.2545053554534897,-0.7887291185105472,35,FALSE,0,0.2,0.2,6,0.1016949152542373,0.1016949152542373,0.5941809180918092,NA,NA,0.002188183807439825,0.06194090539441583,369,457,offensive,NA,0.1016949152542373,0.020000000000000004,0.1016949152542373,raboud_2026,3.5593220338983054,378.47248309332974,0.8281673590663671,0.0077884508400400555,0.22252716685828727,0.009404440726594623,5,4,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Villarzel,5830,Broye-Vully,-0.3313570423056125,-0.3313570423056125,-1.3430837766613637,-0.22382992895795434,114,FALSE,0,0.32456140350877194,0.32456140350877194,12,0.0670391061452514,0.0670391061452514,0.4903659330967969,NA,NA,0.002188183807439825,0.06194090539441583,369,457,offensive,NA,0.0670391061452514,0.0324561403508772,0.0670391061452514,raboud_2026,7.642458100558659,378.47248309332974,0.8281673590663671,0.01672310306467978,0.14669388653227874,0.020192902897709634,10,8,persuasion,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Vucherens,5692,Broye-Vully,0.9452088320221907,0.9452088320221907,-0.46453503356515885,-0.20043847070034965,164,FALSE,0,0.34146341463414637,0.34146341463414637,16,0.0653061224489796,0.0653061224489796,0.5443502772867355,NA,NA,0.002188183807439825,0.06194090539441583,369,457,offensive,NA,0.0653061224489796,0.03414634146341464,0.0653061224489796,raboud_2026,10.710204081632654,378.47248309332974,0.8281673590663671,0.023435895145804492,0.1429017996695396,0.028298501370815805,13,11,persuasion,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Vulliens,5803,Broye-Vully,-2.6817090845659117,-2.6817090845659117,-1.0260809975203091,0.06699777304736296,171,FALSE,0,0.23391812865497075,0.23391812865497075,11,0.04296875,0.04296875,0.582952772904926,NA,NA,0.002188183807439825,0.06194090539441583,369,457,offensive,NA,0.04296875,0.023391812865497075,0.04296875,raboud_2026,7.34765625,378.47248309332974,0.8281673590663671,0.016078022428884026,0.09402352297592997,0.019413977444135876,9,8,implantation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Vully-les-Lacs,5464,Broye-Vully,-2.7244904621291397,-2.7244904621291397,0.17386354225323378,-0.3959498612149626,634,FALSE,0,0.2334384858044164,0.2334384858044164,51,0.044463818657367045,0.044463818657367045,0.5033192996254114,NA,NA,0.002188183807439825,0.06194090539441583,369,457,offensive,NA,0.044463818657367045,0.02334384858044164,0.044463818657367045,raboud_2026,28.190061028770707,378.47248309332974,0.8281673590663671,0.06168503507389651,0.09729500800299135,0.074483779635359,35,28,implantation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Assens,5511,Gros-de-Vaud,-2.4636121485345304,-2.4636121485345304,0.1283932678067248,0.4422003744874784,428,FALSE,0,0.20093457943925233,0.20093457943925233,33,0.05188679245283019,0.05188679245283019,0.5324305791229444,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.05188679245283019,0.020093457943925235,0.05188679245283019,raboud_2026,22.20754716981132,490.83175864846106,0.9439072281701175,0.04270682148040639,0.0997822931785196,0.0452447234281688,24,23,persuasion,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Bercher,5512,Gros-de-Vaud,-0.5605811925366224,-0.5605811925366224,0.04304949019392735,-0.2665994144717821,303,FALSE,0,0.31683168316831684,0.31683168316831684,14,0.029350104821802937,0.029350104821802937,0.5364476536088724,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.029350104821802937,0.031683168316831684,0.031683168316831684,reservoir_ps_verts,9.6,490.83175864846106,0.9439072281701175,0.018461538461538463,0.06092916984006093,0.01955863660174366,11,10,report_gauche,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Bettens,5471,Gros-de-Vaud,-2.535202205177911,-2.535202205177911,-1.52410917774889,-0.5292021305472652,122,FALSE,0,0.26229508196721313,0.26229508196721313,9,0.04186046511627907,0.04186046511627907,0.5232636562829134,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.04186046511627907,0.026229508196721315,0.04186046511627907,raboud_2026,5.1069767441860465,490.83175864846106,0.9439072281701175,0.009821109123434705,0.08050089445438283,0.010404739820113633,6,6,implantation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Bottens,5514,Gros-de-Vaud,-0.9160173006145529,-0.9160173006145529,-0.803945343784588,-0.16672287800283517,268,FALSE,0,0.19029850746268656,0.19029850746268656,30,0.06109979633401222,0.06109979633401222,0.49406461490741976,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.06109979633401222,0.01902985074626866,0.06109979633401222,raboud_2026,16.374745417515275,490.83175864846106,0.9439072281701175,0.03148989503368322,0.11749960833463888,0.03336121823617172,18,17,persuasion,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Boulens,5661,Gros-de-Vaud,0.025988728767356015,0.025988728767356015,-1.0671921824265773,1.1119268698059979,110,FALSE,0,0.42727272727272725,0.42727272727272725,9,0.05454545454545454,0.05454545454545454,0.5691485885413168,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.05454545454545454,0.042727272727272725,0.05454545454545454,raboud_2026,6,490.83175864846106,0.9439072281701175,0.011538461538461539,0.1048951048951049,0.012224147876089787,7,7,persuasion,3,4. Centre,"Commune disputée, réservoir réel — thèmes sociaux concrets, pas d'étiquette"
Bournens,5472,Gros-de-Vaud,-2.9786567520587024,-2.9786567520587024,-0.1710516373686815,-0.08647240183176778,103,FALSE,0,0.18446601941747573,0.18446601941747573,9,0.04568527918781726,0.04568527918781726,0.5187450446631927,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.04568527918781726,0.018446601941747572,0.04568527918781726,raboud_2026,4.7055837563451774,490.83175864846106,0.9439072281701175,0.009049199531433034,0.0878563061304178,0.009586958613481583,5,5,persuasion,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Boussens,5473,Gros-de-Vaud,0.5267132759416778,0.5267132759416778,-0.680306191071774,0.24149528386548907,192,FALSE,0,0.3645833333333333,0.3645833333333333,14,0.03753351206434316,0.03753351206434316,0.5950638674057313,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.03753351206434316,0.036458333333333336,0.03753351206434316,raboud_2026,7.206434316353887,490.83175864846106,0.9439072281701175,0.013858527531449782,0.07217983089296762,0.014682086457072986,8,8,report_gauche,4,1. Gauche marquée mobilisé,Gauche implantée où EàG a déjà fait ses preuves — incarner et consolider
Bretigny-sur-Morrens,5515,Gros-de-Vaud,2.275541460960916,2.275541460960916,-0.48405098304221633,-1.0671873817046613,173,FALSE,0,0.3988439306358382,0.3988439306358382,15,0.049019607843137254,0.049019607843137254,0.50963027529212,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.049019607843137254,0.03988439306358382,0.049019607843137254,raboud_2026,8.480392156862745,490.83175864846106,0.9439072281701175,0.01630844645550528,0.0942684766214178,0.017277594628787037,9,9,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Cugy VD,5516,Gros-de-Vaud,2.241553336901663,2.241553336901663,0.05091144950971566,0.4383843184359225,496,FALSE,0,0.3487903225806452,0.3487903225806452,56,0.06549707602339182,0.06549707602339182,0.5413415298752116,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.06549707602339182,0.03487903225806452,0.06549707602339182,raboud_2026,32.48654970760234,490.83175864846106,0.9439072281701175,0.062474134053081436,0.12595591542959966,0.06618673126827875,35,33,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Daillens,5480,Gros-de-Vaud,0.9663732649241833,0.9663732649241833,0.649133259386132,0.12517149982987388,236,FALSE,0,0.4025423728813559,0.4025423728813559,31,0.07524271844660194,0.07524271844660194,0.5709473991440841,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.07524271844660194,0.0402542372881356,0.07524271844660194,raboud_2026,17.757281553398055,490.83175864846106,0.9439072281701175,0.03414861837191934,0.1446975354742345,0.03617793926434986,19,18,persuasion,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Echallens,5518,Gros-de-Vaud,1.2112692885626963,1.2112692885626963,-0.025759197818165387,0.44138506079389883,1134,FALSE,0,0.328042328042328,0.328042328042328,109,0.052378664103796255,0.052378664103796255,0.49770253796791913,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.052378664103796255,0.0328042328042328,0.052378664103796255,raboud_2026,59.397405093704954,490.83175864846106,0.9439072281701175,0.11422577902635568,0.10072820019960818,0.12101377722024301,63,60,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Essertines-sur-Yverdon,5520,Gros-de-Vaud,-0.8472566290265438,-0.8472566290265438,-1.467813823687493,0.1676010231392196,209,FALSE,0,0.291866028708134,0.291866028708134,19,0.05352112676056338,0.05352112676056338,0.4812594475056499,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.05352112676056338,0.0291866028708134,0.05352112676056338,raboud_2026,11.185915492957745,490.83175864846106,0.9439072281701175,0.021511375947995664,0.10292524377031419,0.02278971418589321,12,12,persuasion,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Etagnières,5521,Gros-de-Vaud,1.2173262594536136,1.2173262594536136,0.9540707678466472,0.4006881659882229,246,FALSE,0,0.36585365853658536,0.36585365853658536,27,0.06633906633906633,0.06633906633906633,0.5630519347300761,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.06633906633906633,0.036585365853658534,0.06633906633906633,raboud_2026,16.319410319410316,490.83175864846106,0.9439072281701175,0.031383481383481376,0.12757512757512757,0.03324848083250956,18,17,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Fey,5522,Gros-de-Vaud,0.46647057484189997,0.46647057484189997,0.1727195535571756,0.7833572600164144,154,FALSE,0,0.2792207792207792,0.2792207792207792,19,0.06690140845070422,0.06690140845070422,0.5054567006691851,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.06690140845070422,0.02792207792207792,0.06690140845070422,raboud_2026,10.30281690140845,490.83175864846106,0.9439072281701175,0.019813109425785482,0.12865655471289275,0.02099052622384901,11,11,mobilisation,3,4. Centre,"Commune disputée, réservoir réel — thèmes sociaux concrets, pas d'étiquette"
Froideville,5523,Gros-de-Vaud,-0.6221235181059949,-0.6221235181059949,-0.09392263915845454,0.23306239676483453,550,FALSE,0,0.28545454545454546,0.28545454545454546,38,0.03588290840415486,0.03588290840415486,0.5718157852445716,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.03588290840415486,0.028545454545454547,0.03588290840415486,raboud_2026,19.73559962228517,490.83175864846106,0.9439072281701175,0.037953076196702254,0.06900559308491319,0.04020848136768595,21,20,implantation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Goumoëns,5541,Gros-de-Vaud,-1.9511711953617812,-1.9511711953617812,-0.06911217235946625,-0.42477504609602673,300,FALSE,0,0.19666666666666666,0.19666666666666666,22,0.04772234273318872,0.04772234273318872,0.5634601543692453,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.04772234273318872,0.019666666666666666,0.04772234273318872,raboud_2026,14.316702819956616,490.83175864846106,0.9439072281701175,0.02753212080760888,0.09177373602536291,0.029168248728196886,16,15,persuasion,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Jorat-Menthue,5804,Gros-de-Vaud,-0.484753958824083,-0.484753958824083,-0.3776943108619077,0.6876395183619318,355,FALSE,0,0.30422535211267604,0.30422535211267604,25,0.04440497335701599,0.04440497335701599,0.5236705046923263,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.04440497335701599,0.030422535211267605,0.04440497335701599,raboud_2026,15.763765541740675,490.83175864846106,0.9439072281701175,0.030314933734116683,0.08539417953272306,0.032116433511041105,17,16,report_gauche,3,4. Centre,"Commune disputée, réservoir réel — thèmes sociaux concrets, pas d'étiquette"
Lussery-Villars,5487,Gros-de-Vaud,3.110393372365199,3.110393372365199,-0.39436114285141904,0.10090579847334517,103,FALSE,0,0.42718446601941745,0.42718446601941745,14,0.07954545454545454,0.07954545454545454,0.5060971877348176,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.07954545454545454,0.04271844660194175,0.07954545454545454,raboud_2026,8.193181818181818,490.83175864846106,0.9439072281701175,0.015756118881118882,0.152972027972028,0.01669244435352412,9,9,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Mex VD,5489,Gros-de-Vaud,-2.511433009180533,-2.511433009180533,-0.553039208327905,0.7659380611372005,146,FALSE,0,0.19863013698630136,0.19863013698630136,7,0.02734375,0.02734375,0.4957024009979721,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.02734375,0.01986301369863014,0.02734375,raboud_2026,3.9921875,490.83175864846106,0.9439072281701175,0.007677283653846154,0.052584134615384616,0.008133515058179533,5,5,implantation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Montanaire,5693,Gros-de-Vaud,-1.1301295665620985,-1.1301295665620985,-0.7142743284463557,0.07444068401176596,694,FALSE,0,0.2780979827089337,0.2780979827089337,45,0.04217432052483599,0.04217432052483599,0.5196370543087732,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.04217432052483599,0.027809798270893374,0.04217432052483599,raboud_2026,29.268978444236176,490.83175864846106,0.9439072281701175,0.056286497008146495,0.08110446254776152,0.0596313867807379,32,30,implantation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Montilliez,5540,Gros-de-Vaud,-2.2908547326419852,-2.2908547326419852,-0.9201020355378551,0.14108112092559774,425,FALSE,0,0.25882352941176473,0.25882352941176473,26,0.03757225433526012,0.03757225433526012,0.516229827978716,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.03757225433526012,0.025882352941176474,0.03757225433526012,raboud_2026,15.96820809248555,490.83175864846106,0.9439072281701175,0.03070809248554914,0.07225433526011561,0.0325329561731195,17,17,implantation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Morrens VD,5527,Gros-de-Vaud,0.8227866796196236,0.8227866796196236,-0.02804363043206517,0.6607693342508313,218,FALSE,0,0.43577981651376146,0.43577981651376146,32,0.06866952789699571,0.06866952789699571,0.5732029264237889,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.06866952789699571,0.04357798165137615,0.06866952789699571,raboud_2026,14.969957081545065,490.83175864846106,0.9439072281701175,0.02878837900297128,0.13205678441729946,0.030499161510587396,16,16,persuasion,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Ogens,5680,Gros-de-Vaud,0.9489908395434966,0.9489908395434966,-0.42494655159154326,-0.1504404578860534,81,FALSE,0,0.35802469135802467,0.35802469135802467,14,0.10294117647058823,0.10294117647058823,0.5232859055025509,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.10294117647058823,0.03580246913580247,0.10294117647058823,raboud_2026,8.338235294117647,490.83175864846106,0.9439072281701175,0.01603506787330317,0.19796380090497737,0.016987970210154187,9,9,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Oppens,5923,Gros-de-Vaud,0.817602353946175,0.817602353946175,-1.418637968328694,-1.0764605022186369,52,FALSE,0,0.25,0.25,6,0.06451612903225806,0.06451612903225806,0.5503758460347667,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.06451612903225806,0.025,0.06451612903225806,raboud_2026,3.354838709677419,490.83175864846106,0.9439072281701175,0.0064516129032258064,0.12406947890818859,0.006835007414587837,4,4,persuasion,4,1. Gauche marquée mobilisé,Gauche implantée où EàG a déjà fait ses preuves — incarner et consolider
Oulens-sous-Echallens,5529,Gros-de-Vaud,-2.0216375085966405,-2.0216375085966405,0.6469994100366796,-0.11105446489481338,168,FALSE,0,0.25595238095238093,0.25595238095238093,13,0.04797047970479705,0.04797047970479705,0.6104668191200314,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.04797047970479705,0.025595238095238095,0.04797047970479705,raboud_2026,8.059040590405905,490.83175864846106,0.9439072281701175,0.015498154981549819,0.0922509225092251,0.016419150652755288,9,9,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Pailly,5530,Gros-de-Vaud,-3.1839867099640937,-3.1839867099640937,-2.0616141821158664,0.37387714096573327,140,FALSE,0,0.12142857142857143,0.12142857142857143,10,0.04310344827586207,0.04310344827586207,0.560794324388296,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.04310344827586207,0.012142857142857143,0.04310344827586207,raboud_2026,6.03448275862069,490.83175864846106,0.9439072281701175,0.01160477453580902,0.08289124668435015,0.012294401599515592,7,7,implantation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Penthalaz,5495,Gros-de-Vaud,0.6601345961357074,0.6601345961357074,-0.23233362982426484,0.038092406534338534,556,FALSE,0,0.4262589928057554,0.4262589928057554,51,0.05472103004291846,0.05472103004291846,0.4899626087921139,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.05472103004291846,0.042625899280575544,0.05472103004291846,raboud_2026,30.424892703862664,490.83175864846106,0.9439072281701175,0.05850940904588974,0.10523275008253549,0.0619863979210304,33,31,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Penthaz,5496,Gros-de-Vaud,-0.47203209915522193,-0.47203209915522193,0.11313951390522149,-0.0947909163649638,283,FALSE,0,0.3710247349823322,0.3710247349823322,29,0.05471698113207547,0.05471698113207547,0.5011786238895755,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.05471698113207547,0.03710247349823322,0.05471698113207547,raboud_2026,15.48490566037736,490.83175864846106,0.9439072281701175,0.029778664731494923,0.10522496371552977,0.031548296106625434,17,16,persuasion,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Penthéréaz,5531,Gros-de-Vaud,-0.9395151499860672,-0.9395151499860672,-0.3383944804704496,0.30689281172440597,107,FALSE,0,0.2336448598130841,0.2336448598130841,9,0.04522613065326633,0.04522613065326633,0.5490179432750539,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.04522613065326633,0.023364485981308414,0.04522613065326633,raboud_2026,4.839195979899498,490.83175864846106,0.9439072281701175,0.009306146115191342,0.08697332817935834,0.009859174543278447,6,5,persuasion,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
